image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_A.bmp,Colore della Pasta,Pasta con alone molto evidente arancio rosato.,La pasta del formaggio presenta alone molto evidente arancio rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_A.bmp,Colore della Pasta,Pasta con alone netto e concentrato al centro.,La pasta del formaggio presenta alone netto e concentrato al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_FETTA_A.bmp,Colore della Pasta,Pasta di colore abbastanza omogeneo.,La pasta del formaggio è di colore abbastanza omogeneo.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_B.bmp,Colore della Pasta,Pasta di colore abbastanza omogeneo.,La pasta del formaggio è di colore abbastanza omogeneo.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_B.bmp,Colore della Pasta,Pasta con alone molto evidente arancio rosato.,La pasta del formaggio presenta alone molto evidente arancio rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_B.bmp,Colore della Pasta,Pasta con alone netto e concentrato al centro.,La pasta del formaggio presenta alone netto e concentrato al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_A.bmp,Colore della Pasta,Pasta di colore abbastanza omogeneo.,La pasta del formaggio è di colore abbastanza omogeneo.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_A.bmp,Colore della Pasta,Pasta con alone molto evidente arancio rosato.,La pasta del formaggio presenta alone molto evidente arancio rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_A.bmp,Colore della Pasta,Pasta con alone netto e concentrato al centro.,La pasta del formaggio presenta alone netto e concentrato al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_A.bmp,Colore della Pasta,Pasta con fascia più chiara.,La pasta del formaggio presenta fascia più chiara.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Colore della Pasta,Pasta con alone centrale rosato.,La pasta del formaggio presenta alone centrale rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Colore della Pasta,Pasta con leggero alone.,La pasta del formaggio presenta leggero alone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_GRANA_B.bmp,Colore della Pasta,Pasta con macchia rosa centrale abbastanza grande.,La pasta del formaggio presenta macchia rosa centrale abbastanza grande.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_B.bmp,Colore della Pasta,Pasta con fascia più chiara.,La pasta del formaggio presenta fascia più chiara.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Colore della Pasta,Pasta con alone centrale rosato.,La pasta del formaggio presenta alone centrale rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Colore della Pasta,Pasta con leggero alone.,La pasta del formaggio presenta leggero alone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_GRANA_A.bmp,Colore della Pasta,Pasta con macchia rosa centrale abbastanza grande.,La pasta del formaggio presenta macchia rosa centrale abbastanza grande.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Colore della Pasta,Pasta di colore più carico in certe zone.,La pasta del formaggio è di colore più carico in certe zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Colore della Pasta,Pasta con una macchia giallo rosato.,La pasta del formaggio presenta una macchia giallo rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Colore della Pasta,Pasta di colore più carico in certe zone.,La pasta del formaggio è di colore più carico in certe zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Colore della Pasta,Pasta con una macchia giallo rosato.,La pasta del formaggio presenta una macchia giallo rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Colore della Pasta,Pasta di colore più carico in certe zone.,La pasta del formaggio è di colore più carico in certe zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Colore della Pasta,Pasta con una macchia giallo rosato.,La pasta del formaggio presenta una macchia giallo rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Colore della Pasta,Pasta di colore più carico in certe zone.,La pasta del formaggio è di colore più carico in certe zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Colore della Pasta,Pasta con una macchia giallo rosato.,La pasta del formaggio presenta una macchia giallo rosato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_A.bmp,Colore della Pasta,Pasta con alone molto evidente.,La pasta del formaggio presenta alone molto evidente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_B.bmp,Colore della Pasta,Pasta con alone molto evidente.,La pasta del formaggio presenta alone molto evidente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_A.bmp,Colore della Pasta,Pasta non paglierina ma di colore chiaro.,La pasta del formaggio non è paglierina ma di colore chiaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_B.bmp,Colore della Pasta,Pasta non paglierina ma di colore chiaro.,La pasta del formaggio non è paglierina ma di colore chiaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_A.bmp,Colore della Pasta,Pasta non paglierina ma di colore chiaro.,La pasta del formaggio non è paglierina ma di colore chiaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_B.bmp,Colore della Pasta,Pasta non paglierina ma di colore chiaro.,La pasta del formaggio non è paglierina ma di colore chiaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_A.bmp,Colore della Pasta,Pasta con alone molto evidente.,La pasta del formaggio presenta alone molto evidente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_B.bmp,Colore della Pasta,Pasta con alone molto evidente.,La pasta del formaggio presenta alone molto evidente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Colore della Pasta,Pasta non paglierina.,La pasta del formaggio non è paglierina.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Colore della Pasta,Pasta non paglierina.,La pasta del formaggio non è paglierina.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_B.bmp,Colore della Pasta,Pasta con zona di disidratazione nella parte sottocrostale.,La pasta del formaggio presenta zona di disidratazione nella parte sottocrostale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_A.bmp,Colore della Pasta,Pasta con zona di disidratazione nella parte sottocrostale.,La pasta del formaggio presenta zona di disidratazione nella parte sottocrostale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Colore della Pasta,Pasta con riflessi verdognoli.,La pasta del formaggio presenta riflessi verdognoli.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Colore della Pasta,Pasta di colore paglierino.,La pasta del formaggio è di colore paglierino.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Colore della Pasta,Pasta con leggero alone verso il piatto.,La pasta del formaggio presenta leggero alone verso il piatto.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Colore della Pasta,Pasta con riflessi verdognoli.,La pasta del formaggio presenta riflessi verdognoli.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Colore della Pasta,Pasta di colore paglierino.,La pasta del formaggio è di colore paglierino.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Colore della Pasta,Pasta con leggero alone verso il piatto.,La pasta del formaggio presenta leggero alone verso il piatto.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Colore della Pasta,Pasta con riflessi verdognoli.,La pasta del formaggio presenta riflessi verdognoli.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_B.bmp,Colore della Pasta,Pasta di colore paglierino.,La pasta del formaggio è di colore paglierino.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_B.bmp,Colore della Pasta,Pasta con leggero alone verso il piatto.,La pasta del formaggio presenta leggero alone verso il piatto.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_A.bmp,Colore della Pasta,Pasta con riflessi verdognoli.,La pasta del formaggio presenta riflessi verdognoli.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_A.bmp,Colore della Pasta,Pasta di colore paglierino.,La pasta del formaggio è di colore paglierino.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_A.bmp,Colore della Pasta,Pasta con leggero alone verso il piatto.,La pasta del formaggio presenta leggero alone verso il piatto.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_B.bmp,Colore della Pasta,Pasta con zona di disidratazione nella parte sottocrostale.,La pasta del formaggio presenta zona di disidratazione nella parte sottocrostale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_A.bmp,Colore della Pasta,Pasta con zona di disidratazione nella parte sottocrostale.,La pasta del formaggio presenta zona di disidratazione nella parte sottocrostale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_A.bmp,Colore della Pasta,Pasta non paglierina.,La pasta del formaggio non è paglierina.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_B.bmp,Colore della Pasta,Pasta non paglierina.,La pasta del formaggio non è paglierina.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_A.bmp,Colore della Pasta,Pasta con colorazione leggermente più satura al centro.,La pasta del formaggio presenta colorazione leggermente più satura al centro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_A.bmp,Colore della Pasta,Pasta con limitate aree verdi e grigie.,La pasta del formaggio presenta limitate aree verdi e grigie.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_B.bmp,Colore della Pasta,Pasta con colorazione leggermente più satura al centro.,La pasta del formaggio presenta colorazione leggermente più satura al centro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_B.bmp,Colore della Pasta,Pasta con limitate aree verdi e grigie.,La pasta del formaggio presenta limitate aree verdi e grigie.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_A.bmp,Colore della Pasta,Pasta di colore giallo poco saturo.,La pasta del formaggio è di colore giallo poco saturo.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_FETTA_B.bmp,Colore della Pasta,"Pasta di colore più carico al centro, senza alone marcato.","La pasta del formaggio è di colore più carico al centro, senza alone marcato."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_B.bmp,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta leggero alone centrale.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_B.bmp,Colore della Pasta,Pasta con aree grigiastre sotto i piatti.,La pasta del formaggio presenta aree grigiastre sotto i piatti.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_B.bmp,Colore della Pasta,Pasta di colore giallo poco saturo.,La pasta del formaggio è di colore giallo poco saturo.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_FETTA_A.bmp,Colore della Pasta,"Pasta di colore più carico al centro, senza alone marcato.","La pasta del formaggio è di colore più carico al centro, senza alone marcato."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_A.bmp,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta leggero alone centrale.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_A.bmp,Colore della Pasta,Pasta con aree grigiastre sotto i piatti.,La pasta del formaggio presenta aree grigiastre sotto i piatti.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_FETTA_B.bmp,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta leggero alone centrale.
