image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_GRANA.bmp,Profumo,Profumo di banana verde.,Il formaggio ha un profumo di banana verde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_B_GRANA.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_A_FETTA.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_B_FETTA.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_GRANA.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_GRANA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_FETTA.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_A_GRANA.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_FETTA.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Profumo,Profumo leggermente stantio all'apertura.,Il formaggio ha un profumo leggermente stantio all'apertura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Profumo,Profumo complesso.,Il formaggio ha un profumo complesso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Profumo,Profumo leggermente stantio all'apertura.,Il formaggio ha un profumo leggermente stantio all'apertura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Profumo,Profumo complesso.,Il formaggio ha un profumo complesso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_B.bmp,Profumo,"Profumo molto intenso, pungente, con note di fieno greco.","Il formaggio ha un profumo molto intenso, pungente, con note di fieno greco."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_A.bmp,Profumo,"Profumo molto intenso, pungente, con note di fieno greco.","Il formaggio ha un profumo molto intenso, pungente, con note di fieno greco."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_B.bmp,Profumo,"Profumo molto intenso, pungente, con note di fieno greco.","Il formaggio ha un profumo molto intenso, pungente, con note di fieno greco."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_A.bmp,Profumo,"Profumo molto intenso, pungente, con note di fieno greco.","Il formaggio ha un profumo molto intenso, pungente, con note di fieno greco."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_B.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_A.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_A.bmp,Profumo,Profumo leggermente stantio all'apertura.,Il formaggio ha un profumo leggermente stantio all'apertura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_A.bmp,Profumo,Profumo complesso.,Il formaggio ha un profumo complesso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_A.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_A.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_B.bmp,Profumo,Profumo leggermente stantio all'apertura.,Il formaggio ha un profumo leggermente stantio all'apertura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_FETTA_B.bmp,Profumo,Profumo complesso.,Il formaggio ha un profumo complesso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_B.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_B.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_A.bmp,Profumo,"Profumo stagnante all'apertura, poi non percepibile.","Il formaggio ha un profumo stagnante all'apertura, poi non percepibile."
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_B.bmp,Profumo,Profumo complesso e piacevole.,Il formaggio ha un profumo complesso e piacevole.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_B.bmp,Profumo,Profumo di gomma.,Il formaggio ha un profumo di gomma.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_B.bmp,Profumo,"Profumo stagnante all'apertura, poi non percepibile.","Il formaggio ha un profumo stagnante all'apertura, poi non percepibile."
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_A.bmp,Profumo,Profumo complesso e piacevole.,Il formaggio ha un profumo complesso e piacevole.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_A.bmp,Profumo,Profumo di gomma.,Il formaggio ha un profumo di gomma.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_A.bmp,Profumo,Profumo fresco.,Il formaggio ha un profumo fresco.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_A.bmp,Profumo,Profumo con nota polverosa.,Il formaggio ha un profumo con nota polverosa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_B.bmp,Profumo,Profumo fresco.,Il formaggio ha un profumo fresco.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_B.bmp,Profumo,Profumo con nota polverosa.,Il formaggio ha un profumo con nota polverosa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_A.bmp,Profumo,Profumo fresco.,Il formaggio ha un profumo fresco.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_A.bmp,Profumo,Profumo con nota polverosa.,Il formaggio ha un profumo con nota polverosa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_B.bmp,Profumo,Profumo fresco.,Il formaggio ha un profumo fresco.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_B.bmp,Profumo,Profumo con nota polverosa.,Il formaggio ha un profumo con nota polverosa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_A.bmp,Profumo,"Profumo stagnante all'apertura, poi non percepibile.","Il formaggio ha un profumo stagnante all'apertura, poi non percepibile."
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_A.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Profumo,Profumo complesso e piacevole.,Il formaggio ha un profumo complesso e piacevole.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Profumo,Profumo di gomma.,Il formaggio ha un profumo di gomma.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_B.bmp,Profumo,"Profumo stagnante all'apertura, poi non percepibile.","Il formaggio ha un profumo stagnante all'apertura, poi non percepibile."
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_B.bmp,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Profumo,Profumo complesso e piacevole.,Il formaggio ha un profumo complesso e piacevole.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Profumo,Profumo di gomma.,Il formaggio ha un profumo di gomma.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Profumo,Profumo di paglia.,Il formaggio ha un profumo di paglia.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_A.bmp,Profumo,Profumo anomalo alla prima olfazione.,Il formaggio ha un profumo anomalo alla prima olfazione.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_B.bmp,Profumo,Profumo anomalo alla prima olfazione.,Il formaggio ha un profumo anomalo alla prima olfazione.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_A.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_A.bmp,Profumo,"Profumo di polvere, pungente.","Il formaggio ha un profumo di polvere, pungente."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_A.bmp,Profumo,Profumo leggermente bruciato.,Il formaggio ha un profumo leggermente bruciato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_B.bmp,Profumo,"Profumo di polvere, pungente.","Il formaggio ha un profumo di polvere, pungente."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_B.bmp,Profumo,Profumo leggermente bruciato.,Il formaggio ha un profumo leggermente bruciato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_A.bmp,Profumo,"Profumo di polvere, pungente.","Il formaggio ha un profumo di polvere, pungente."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_A.bmp,Profumo,Profumo leggermente bruciato.,Il formaggio ha un profumo leggermente bruciato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_B.bmp,Profumo,"Profumo di polvere, pungente.","Il formaggio ha un profumo di polvere, pungente."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_B.bmp,Profumo,Profumo leggermente bruciato.,Il formaggio ha un profumo leggermente bruciato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_A.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_A.bmp,Profumo,Profumo anomalo alla prima olfazione.,Il formaggio ha un profumo anomalo alla prima olfazione.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_B.bmp,Profumo,Profumo anomalo alla prima olfazione.,Il formaggio ha un profumo anomalo alla prima olfazione.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Profumo,Profumo di yogurt alla frutta.,Il formaggio ha un profumo di yogurt alla frutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Profumo,Profumo di yogurt alla frutta.,Il formaggio ha un profumo di yogurt alla frutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_A.bmp,Profumo,Profumo di kiwi.,Il formaggio ha un profumo di kiwi.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_B.bmp,Profumo,Profumo di kiwi.,Il formaggio ha un profumo di kiwi.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Profumo,Profumo di funghi.,Il formaggio ha un profumo di funghi.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Profumo,Profumo con leggera nota bruciata.,Il formaggio ha un profumo con leggera nota bruciata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Profumo,Profumo di funghi.,Il formaggio ha un profumo di funghi.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Profumo,Profumo con leggera nota bruciata.,Il formaggio ha un profumo con leggera nota bruciata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Profumo,Profumo di funghi.,Il formaggio ha un profumo di funghi.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Profumo,Profumo di liquirizia.,Il formaggio ha un profumo di liquirizia.
