image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_GRANA.bmp,Aroma,Aroma di intensità bassa.,Il formaggio ha un aroma di intensità bassa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_GRANA.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_GRANA.bmp,Aroma,"Aroma di dado, molto concentrato.","Il formaggio ha un aroma di dado, molto concentrato."
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_FETTA.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_FETTA.bmp,Aroma,"Aroma di dado, molto concentrato.","Il formaggio ha un aroma di dado, molto concentrato."
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_FETTA.bmp,Aroma,Aroma di intensità bassa.,Il formaggio ha un aroma di intensità bassa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_B_GRANA.bmp,Aroma,Aroma poco intenso.,Il formaggio ha un aroma poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Aroma,Aroma di farmacia.,Il formaggio ha un aroma di farmacia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Aroma,Aroma di farmacia.,Il formaggio ha un aroma di farmacia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_B.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_B.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_A.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_A.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_B.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_B.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_A.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_A.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_B.bmp,Aroma,Aroma di farmacia.,Il formaggio ha un aroma di farmacia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_FETTA_A.bmp,Aroma,Aroma di farmacia.,Il formaggio ha un aroma di farmacia.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_A.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_B.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_FETTA_B.bmp,Aroma,Aroma aggressivo e persistente.,Il formaggio ha un aroma aggressivo e persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_FETTA_A.bmp,Aroma,Aroma aggressivo e persistente.,Il formaggio ha un aroma aggressivo e persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_A.bmp,Aroma,Aroma di crosta cotta.,Il formaggio ha un aroma di crosta cotta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_A.bmp,Aroma,Aroma non equilibrato.,Il formaggio ha un aroma non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_FETTA_B.bmp,Aroma,Aroma con leggera ossidazione.,Il formaggio ha un aroma con leggera ossidazione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_B.bmp,Aroma,Aroma di crosta cotta.,Il formaggio ha un aroma di crosta cotta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_FETTA_B.bmp,Aroma,Aroma non equilibrato.,Il formaggio ha un aroma non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_FETTA_A.bmp,Aroma,Aroma con leggera ossidazione.,Il formaggio ha un aroma con leggera ossidazione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_A.bmp,Aroma,Aroma di crosta cotta.,Il formaggio ha un aroma di crosta cotta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_A.bmp,Aroma,Aroma non equilibrato.,Il formaggio ha un aroma non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_B.bmp,Aroma,Aroma con leggera ossidazione.,Il formaggio ha un aroma con leggera ossidazione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_B.bmp,Aroma,Aroma di crosta cotta.,Il formaggio ha un aroma di crosta cotta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_B.bmp,Aroma,Aroma non equilibrato.,Il formaggio ha un aroma non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_A.bmp,Aroma,Aroma con leggera ossidazione.,Il formaggio ha un aroma con leggera ossidazione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_GRANA_B.bmp,Aroma,Aroma aggressivo e persistente.,Il formaggio ha un aroma aggressivo e persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P6_TN_330_326_GRANA_A.bmp,Aroma,Aroma aggressivo e persistente.,Il formaggio ha un aroma aggressivo e persistente.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Aroma,Aroma con leggero sentore finale di stalla.,Il formaggio ha un aroma con leggero sentore finale di stalla.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_A.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_B.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_A.bmp,Aroma,Aroma non piacevole e persistente.,Il formaggio ha un aroma non piacevole e persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_B.bmp,Aroma,Aroma non piacevole e persistente.,Il formaggio ha un aroma non piacevole e persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_A.bmp,Aroma,Aroma non piacevole e persistente.,Il formaggio ha un aroma non piacevole e persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_B.bmp,Aroma,Aroma non piacevole e persistente.,Il formaggio ha un aroma non piacevole e persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_A.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_B.bmp,Aroma,Aroma persistente.,Il formaggio ha un aroma persistente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_A.bmp,Aroma,Aroma con nota citrica.,Il formaggio ha un aroma con nota citrica.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_A.bmp,Aroma,Aroma di cioccolata.,Il formaggio ha un aroma di cioccolata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_B.bmp,Aroma,Aroma di nocciola piacevole.,Il formaggio ha un aroma di nocciola piacevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_B.bmp,Aroma,Aroma con nota citrica.,Il formaggio ha un aroma con nota citrica.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_B.bmp,Aroma,Aroma di cioccolata.,Il formaggio ha un aroma di cioccolata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_A.bmp,Aroma,Aroma di nocciola piacevole.,Il formaggio ha un aroma di nocciola piacevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_B.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_A.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Aroma,"Aroma di funghi, non gradevole e lieve.","Il formaggio ha un aroma di funghi, non gradevole e lieve."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Aroma,Aroma medio.,Il formaggio ha un aroma medio.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Aroma,Aroma lieve.,Il formaggio ha un aroma lieve.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Aroma,"Aroma di funghi, non gradevole e lieve.","Il formaggio ha un aroma di funghi, non gradevole e lieve."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Aroma,Aroma medio.,Il formaggio ha un aroma medio.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Aroma,Aroma lieve.,Il formaggio ha un aroma lieve.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Aroma,"Aroma di funghi, non gradevole e lieve.","Il formaggio ha un aroma di funghi, non gradevole e lieve."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Aroma,Aroma medio.,Il formaggio ha un aroma medio.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_B.bmp,Aroma,Aroma lieve.,Il formaggio ha un aroma lieve.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_A.bmp,Aroma,"Aroma di funghi, non gradevole e lieve.","Il formaggio ha un aroma di funghi, non gradevole e lieve."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_A.bmp,Aroma,Aroma medio.,Il formaggio ha un aroma medio.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_A.bmp,Aroma,Aroma lieve.,Il formaggio ha un aroma lieve.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_B.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_A.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_A.bmp,Aroma,Aroma con nota citrica.,Il formaggio ha un aroma con nota citrica.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_A.bmp,Aroma,Aroma di cioccolata.,Il formaggio ha un aroma di cioccolata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_B.bmp,Aroma,Aroma di nocciola piacevole.,Il formaggio ha un aroma di nocciola piacevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_B.bmp,Aroma,Aroma con nota citrica.,Il formaggio ha un aroma con nota citrica.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_B.bmp,Aroma,Aroma di cioccolata.,Il formaggio ha un aroma di cioccolata.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_A.bmp,Aroma,Aroma di nocciola piacevole.,Il formaggio ha un aroma di nocciola piacevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_A.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_B.bmp,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P5_TN323_961a_Grana.bmp,Aroma,Aroma di polvere.,Il formaggio ha un aroma di polvere.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337b_Grana.bmp,Aroma,Aroma di frutta secca con nota di mandorla amara.,Il formaggio ha un aroma di frutta secca con nota di mandorla amara.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793a_Grana.bmp,Aroma,"Aroma con sentore non tipico del grana, simile a gorgonzola.","Il formaggio ha un aroma con sentore non tipico del grana, simile a gorgonzola."
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P1_TN302_159b_fetta.bmp,Aroma,Aroma di acciuga e salamoia leggeri.,Il formaggio ha un aroma di acciuga e salamoia leggeri.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337a_fetta.bmp,Aroma,Aroma di frutta secca con nota di mandorla amara.,Il formaggio ha un aroma di frutta secca con nota di mandorla amara.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P5_TN323_961b_fetta.bmp,Aroma,Aroma di polvere.,Il formaggio ha un aroma di polvere.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P1_TN302_159a_Grana.bmp,Aroma,Aroma di acciuga e salamoia leggeri.,Il formaggio ha un aroma di acciuga e salamoia leggeri.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793b_fetta.bmp,Aroma,"Aroma con sentore non tipico del grana, simile a gorgonzola.","Il formaggio ha un aroma con sentore non tipico del grana, simile a gorgonzola."
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337b_fetta.bmp,Aroma,Aroma di frutta secca con nota di mandorla amara.,Il formaggio ha un aroma di frutta secca con nota di mandorla amara.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P5_TN323_961a_fetta.bmp,Aroma,Aroma di polvere.,Il formaggio ha un aroma di polvere.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P1_TN302_159b_Grana.bmp,Aroma,Aroma di acciuga e salamoia leggeri.,Il formaggio ha un aroma di acciuga e salamoia leggeri.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793a_fetta.bmp,Aroma,"Aroma con sentore non tipico del grana, simile a gorgonzola.","Il formaggio ha un aroma con sentore non tipico del grana, simile a gorgonzola."
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P5_TN323_961b_Grana.bmp,Aroma,Aroma di polvere.,Il formaggio ha un aroma di polvere.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337a_Grana.bmp,Aroma,Aroma di frutta secca con nota di mandorla amara.,Il formaggio ha un aroma di frutta secca con nota di mandorla amara.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793b_Grana.bmp,Aroma,"Aroma con sentore non tipico del grana, simile a gorgonzola.","Il formaggio ha un aroma con sentore non tipico del grana, simile a gorgonzola."
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P1_TN302_159a_fetta.bmp,Aroma,Aroma di acciuga e salamoia leggeri.,Il formaggio ha un aroma di acciuga e salamoia leggeri.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P1_TN305_909_FETTA_A.bmp,Aroma,Aroma di buona intensità.,Il formaggio ha un aroma di buona intensità.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P1_TN305_909_FETTA_B.bmp,Aroma,Aroma di buona intensità.,Il formaggio ha un aroma di buona intensità.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P1_TN305_909_GRANA_A.bmp,Aroma,Aroma di buona intensità.,Il formaggio ha un aroma di buona intensità.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P1_TN305_909_GRANA_B.bmp,Aroma,Aroma di buona intensità.,Il formaggio ha un aroma di buona intensità.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_FETTA_B.bmp,Aroma,Aroma con sentore sgradevole.,Il formaggio ha un aroma con sentore sgradevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_FETTA_A.bmp,Aroma,Aroma con sentore sgradevole.,Il formaggio ha un aroma con sentore sgradevole.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P6_TN338_643_GRANA_B.bmp,Aroma,Aroma dolciastro indefinibile e sgradevole.,Il formaggio ha un aroma dolciastro indefinibile e sgradevole.
