image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Struttura della Pasta,Pasta più fine al centro.,La pasta del formaggio è più fine al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Struttura della Pasta,Pasta bella e abbastanza regolare.,La pasta del formaggio è bella e abbastanza regolare.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_GRANA.bmp,Struttura della Pasta,"Pasta fine e stirata al centro, grossolana verso lo scalzo.","La pasta del formaggio è fine e stirata al centro, grossolana verso lo scalzo."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_FETTA.bmp,Struttura della Pasta,Pasta tendente a formare piccole scaglie.,La pasta del formaggio è tendente a formare piccole scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_FETTA.bmp,Struttura della Pasta,Pasta con grana di diversa granulosità.,La pasta del formaggio presenta grana di diversa granulosità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_FETTA.bmp,Struttura della Pasta,Pasta con irregolarità di frattura.,La pasta del formaggio presenta irregolarità di frattura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Struttura della Pasta,"Pasta con profonde fratture, una grande posizionata sotto uno dei piattoni.","La pasta del formaggio presenta profonde fratture, una grande posizionata sotto uno dei piattoni."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Struttura della Pasta,Pasta con fessure pronunciate.,La pasta del formaggio presenta fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Struttura della Pasta,Pasta tutta spaccata.,La pasta del formaggio è tutta spaccata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Struttura della Pasta,Pasta con fessure profonde.,La pasta del formaggio presenta fessure profonde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Struttura della Pasta,Pasta con lunghe e profonde fessure longitudinali.,La pasta del formaggio presenta lunghe e profonde fessure longitudinali.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_GRANA.bmp,Struttura della Pasta,Pasta con effetto a scaglie in alcune zone.,La pasta del formaggio presenta effetto a scaglie in alcune zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_GRANA.bmp,Struttura della Pasta,Pasta con microocchiatura impercettibile al centro.,La pasta del formaggio presenta microocchiatura impercettibile al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_GRANA.bmp,Struttura della Pasta,Pasta con piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.,La pasta del formaggio presenta piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_FETTA.bmp,Struttura della Pasta,Pasta più fine al centro.,La pasta del formaggio è più fine al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_FETTA.bmp,Struttura della Pasta,Pasta bella e abbastanza regolare.,La pasta del formaggio è bella e abbastanza regolare.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_A_GRANA.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_B_FETTA.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_FETTA.bmp,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_A_FETTA.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_GRANA.bmp,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_B_GRANA.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Struttura della Pasta,Pasta tendente al ruvida su un lato.,La pasta del formaggio è tendente al ruvida su un lato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Struttura della Pasta,Pasta con strutture diverse.,La pasta del formaggio presenta strutture diverse.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Struttura della Pasta,Pasta non omogenea.,La pasta del formaggio non è omogenea.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_A.bmp,Struttura della Pasta,Pasta con leggerissima spugnatura centrale appena visibile.,La pasta del formaggio presenta leggerissima spugnatura centrale appena visibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Struttura della Pasta,Pasta grassa.,La pasta del formaggio è grassa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Struttura della Pasta,Pasta con grana grossolana.,La pasta del formaggio presenta grana grossolana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Struttura della Pasta,Pasta con occhi visibili.,La pasta del formaggio presenta occhi visibili.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Struttura della Pasta,Pasta con occhiature di media e piccola dimensione.,La pasta del formaggio presenta occhiature di media e piccola dimensione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Struttura della Pasta,Pasta tendente al ruvida su un lato.,La pasta del formaggio è tendente al ruvida su un lato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Struttura della Pasta,Pasta con aspetto a scaglie.,La pasta del formaggio presenta aspetto a scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Struttura della Pasta,Pasta con strutture diverse.,La pasta del formaggio presenta strutture diverse.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Struttura della Pasta,Pasta non omogenea.,La pasta del formaggio non è omogenea.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P5_TN_328_992_GRANA_B.bmp,Struttura della Pasta,Pasta con leggerissima spugnatura centrale appena visibile.,La pasta del formaggio presenta leggerissima spugnatura centrale appena visibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Struttura della Pasta,Pasta grassa.,La pasta del formaggio è grassa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Struttura della Pasta,Pasta con grana grossolana.,La pasta del formaggio presenta grana grossolana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Struttura della Pasta,Pasta con occhi visibili.,La pasta del formaggio presenta occhi visibili.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Struttura della Pasta,Pasta con occhiature di media e piccola dimensione.,La pasta del formaggio presenta occhiature di media e piccola dimensione.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Struttura della Pasta,Pasta con frattura ondulata e zona sottocrostale disidratata.,La pasta del formaggio presenta frattura ondulata e zona sottocrostale disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Struttura della Pasta,Pasta con una fessura.,La pasta del formaggio presenta una fessura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_B.bmp,Struttura della Pasta,Pasta con una fessura pronunciata.,La pasta del formaggio presenta una fessura pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Struttura della Pasta,Pasta con frattura ondulata e zona sottocrostale disidratata.,La pasta del formaggio presenta frattura ondulata e zona sottocrostale disidratata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Struttura della Pasta,Pasta con una fessura.,La pasta del formaggio presenta una fessura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P6_TN_338_214_GRANA_A.bmp,Struttura della Pasta,Pasta con una fessura pronunciata.,La pasta del formaggio presenta una fessura pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_B.bmp,Struttura della Pasta,Pasta con due fessure.,La pasta del formaggio presenta due fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_B.bmp,Struttura della Pasta,Pasta con fessura.,La pasta del formaggio presenta fessura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_B.bmp,Struttura della Pasta,Pasta con due piccole fessure.,La pasta del formaggio presenta due piccole fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_B.bmp,Struttura della Pasta,Pasta con frattura irregolare e numerose scaglie.,La pasta del formaggio presenta frattura irregolare e numerose scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_B.bmp,Struttura della Pasta,Pasta striata al centro.,La pasta del formaggio è striata al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_B.bmp,Struttura della Pasta,Pasta con fessura centrale pronunciata.,La pasta del formaggio presenta fessura centrale pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_A.bmp,Struttura della Pasta,Pasta con due fessure.,La pasta del formaggio presenta due fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_A.bmp,Struttura della Pasta,Pasta con fessura.,La pasta del formaggio presenta fessura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_A.bmp,Struttura della Pasta,Pasta con due piccole fessure.,La pasta del formaggio presenta due piccole fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_A.bmp,Struttura della Pasta,Pasta con frattura irregolare e numerose scaglie.,La pasta del formaggio presenta frattura irregolare e numerose scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_A.bmp,Struttura della Pasta,Pasta striata al centro.,La pasta del formaggio è striata al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_A.bmp,Struttura della Pasta,Pasta con fessura centrale pronunciata.,La pasta del formaggio presenta fessura centrale pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_B.bmp,Struttura della Pasta,"Pasta con microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare.","La pasta del formaggio presenta microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_B.bmp,Struttura della Pasta,Pasta con occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.,La pasta del formaggio presenta occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_A.bmp,Struttura della Pasta,"Pasta con microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare.","La pasta del formaggio presenta microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_A.bmp,Struttura della Pasta,Pasta con occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.,La pasta del formaggio presenta occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_B.bmp,Struttura della Pasta,"Pasta con microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare.","La pasta del formaggio presenta microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_B.bmp,Struttura della Pasta,Pasta con occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.,La pasta del formaggio presenta occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_A.bmp,Struttura della Pasta,"Pasta con microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare.","La pasta del formaggio presenta microocchiatura molto diffusa, un grappolo di occhi e frattura irregolare."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_A.bmp,Struttura della Pasta,Pasta con occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.,La pasta del formaggio presenta occhiatura diffusa su tutta la superficie e fessure di varia ampiezza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_B.bmp,Struttura della Pasta,Pasta con frattura irregolare e numerose scaglie.,La pasta del formaggio presenta frattura irregolare e numerose scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_B.bmp,Struttura della Pasta,Pasta striata al centro.,La pasta del formaggio è striata al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_B.bmp,Struttura della Pasta,Pasta con fessura centrale pronunciata.,La pasta del formaggio presenta fessura centrale pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_B.bmp,Struttura della Pasta,Pasta con due fessure.,La pasta del formaggio presenta due fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_B.bmp,Struttura della Pasta,Pasta con fessura.,La pasta del formaggio presenta fessura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_B.bmp,Struttura della Pasta,Pasta con due piccole fessure.,La pasta del formaggio presenta due piccole fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_A.bmp,Struttura della Pasta,Pasta con frattura irregolare e numerose scaglie.,La pasta del formaggio presenta frattura irregolare e numerose scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_A.bmp,Struttura della Pasta,Pasta striata al centro.,La pasta del formaggio è striata al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_A.bmp,Struttura della Pasta,Pasta con fessura centrale pronunciata.,La pasta del formaggio presenta fessura centrale pronunciata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_A.bmp,Struttura della Pasta,Pasta con due fessure.,La pasta del formaggio presenta due fessure.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_A.bmp,Struttura della Pasta,Pasta con fessura.,La pasta del formaggio presenta fessura.
