image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Sapore,Sapore con buona persistenza.,Il formaggio ha un sapore con buona persistenza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_GRANA.bmp,Sapore,Sapore leggermente acido e amaro.,Il formaggio ha un sapore leggermente acido e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_FETTA.bmp,Sapore,"Sapore anonimo, poco intenso.","Il formaggio ha un sapore anonimo, poco intenso."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_GRANA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_FETTA.bmp,Sapore,Sapore con buona persistenza.,Il formaggio ha un sapore con buona persistenza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,Sapore,Sapore poco saporito ma equilibrato.,Il formaggio ha un sapore poco saporito ma equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,Sapore,Sapore poco saporito ma equilibrato.,Il formaggio ha un sapore poco saporito ma equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_FETTA.bmp,Sapore,Sapore poco saporito ma equilibrato.,Il formaggio ha un sapore poco saporito ma equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_GRANA.bmp,Sapore,Sapore poco saporito ma equilibrato.,Il formaggio ha un sapore poco saporito ma equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_A.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_FETTA_B.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_B.bmp,Sapore,Sapore poco caratterizzato e non equilibrato.,Il formaggio ha un sapore poco caratterizzato e non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_B.bmp,Sapore,Sapore pungente in bocca.,Il formaggio ha un sapore pungente in bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_GRANA_A.bmp,Sapore,Sapore poco caratterizzato e non equilibrato.,Il formaggio ha un sapore poco caratterizzato e non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_GRANA_A.bmp,Sapore,Sapore pungente in bocca.,Il formaggio ha un sapore pungente in bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_B.bmp,Sapore,Sapore poco intenso.,Il formaggio ha un sapore poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_GRANA_A.bmp,Sapore,Sapore poco intenso.,Il formaggio ha un sapore poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_B.bmp,Sapore,Sapore poco intenso.,Il formaggio ha un sapore poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P3_TN_313_256_FETTA_A.bmp,Sapore,Sapore poco intenso.,Il formaggio ha un sapore poco intenso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_B.bmp,Sapore,Sapore pungente in bocca.,Il formaggio ha un sapore pungente in bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_B.bmp,Sapore,Sapore poco caratterizzato e non equilibrato.,Il formaggio ha un sapore poco caratterizzato e non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P1_TN_305_512_FETTA_A.bmp,Sapore,Sapore pungente in bocca.,Il formaggio ha un sapore pungente in bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P4_TN_316_774_FETTA_A.bmp,Sapore,Sapore poco caratterizzato e non equilibrato.,Il formaggio ha un sapore poco caratterizzato e non equilibrato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_A.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__P2_TN_310_437_GRANA_B.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_A.bmp,Sapore,Sapore leggermente amaro con umami scarso.,Il formaggio ha un sapore leggermente amaro con umami scarso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_B.bmp,Sapore,Sapore contrasto tra dolce e amaro.,Il formaggio ha un sapore contrasto tra dolce e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_GRANA_B.bmp,Sapore,Sapore leggermente amaro con umami scarso.,Il formaggio ha un sapore leggermente amaro con umami scarso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_GRANA_A.bmp,Sapore,Sapore contrasto tra dolce e amaro.,Il formaggio ha un sapore contrasto tra dolce e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_B.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_B.bmp,Sapore,Sapore leggermente acre in gola.,Il formaggio ha un sapore leggermente acre in gola.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_A.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_FETTA_A.bmp,Sapore,Sapore leggermente acre in gola.,Il formaggio ha un sapore leggermente acre in gola.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_B.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_B.bmp,Sapore,Sapore leggermente acre in gola.,Il formaggio ha un sapore leggermente acre in gola.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_A.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_A.bmp,Sapore,Sapore leggermente acre in gola.,Il formaggio ha un sapore leggermente acre in gola.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_A.bmp,Sapore,Sapore leggermente amaro con umami scarso.,Il formaggio ha un sapore leggermente amaro con umami scarso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Sapore,Sapore contrasto tra dolce e amaro.,Il formaggio ha un sapore contrasto tra dolce e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P5_TN_323_789_FETTA_B.bmp,Sapore,Sapore leggermente amaro con umami scarso.,Il formaggio ha un sapore leggermente amaro con umami scarso.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Sapore,Sapore contrasto tra dolce e amaro.,Il formaggio ha un sapore contrasto tra dolce e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_A.bmp,Sapore,Sapore amaro e salato prevalenti.,Il formaggio ha un sapore amaro e salato prevalenti.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_A.bmp,Sapore,Sapore leggermente amaro e piccante.,Il formaggio ha un sapore leggermente amaro e piccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_B.bmp,Sapore,Sapore amaro e salato prevalenti.,Il formaggio ha un sapore amaro e salato prevalenti.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_B.bmp,Sapore,Sapore leggermente amaro e piccante.,Il formaggio ha un sapore leggermente amaro e piccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_A.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_B.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_A.bmp,Sapore,Sapore non dolce e leggermente troppo salato.,Il formaggio ha un sapore non dolce e leggermente troppo salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_A.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_A.bmp,Sapore,Sapore poco sapido.,Il formaggio ha un sapore poco sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_B.bmp,Sapore,Sapore non dolce e leggermente troppo salato.,Il formaggio ha un sapore non dolce e leggermente troppo salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_B.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_GRANA_B.bmp,Sapore,Sapore poco sapido.,Il formaggio ha un sapore poco sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_A.bmp,Sapore,Sapore non dolce e leggermente troppo salato.,Il formaggio ha un sapore non dolce e leggermente troppo salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_A.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_A.bmp,Sapore,Sapore poco sapido.,Il formaggio ha un sapore poco sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_B.bmp,Sapore,Sapore non dolce e leggermente troppo salato.,Il formaggio ha un sapore non dolce e leggermente troppo salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_B.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P1_TN302_275_FETTA_B.bmp,Sapore,Sapore poco sapido.,Il formaggio ha un sapore poco sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_A.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_B.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_A.bmp,Sapore,Sapore amaro e salato prevalenti.,Il formaggio ha un sapore amaro e salato prevalenti.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_A.bmp,Sapore,Sapore leggermente amaro e piccante.,Il formaggio ha un sapore leggermente amaro e piccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_B.bmp,Sapore,Sapore amaro e salato prevalenti.,Il formaggio ha un sapore amaro e salato prevalenti.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_B.bmp,Sapore,Sapore leggermente amaro e piccante.,Il formaggio ha un sapore leggermente amaro e piccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Sapore,Sapore leggero piccante e sapido.,Il formaggio ha un sapore leggero piccante e sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Sapore,Sapore leggero piccante e sapido.,Il formaggio ha un sapore leggero piccante e sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_B.bmp,Sapore,Sapore non dolce.,Il formaggio ha un sapore non dolce.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_B.bmp,Sapore,Sapore amaro al retrogusto con note dolci.,Il formaggio ha un sapore amaro al retrogusto con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_A.bmp,Sapore,Sapore non dolce.,Il formaggio ha un sapore non dolce.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_FETTA_A.bmp,Sapore,Sapore amaro al retrogusto con note dolci.,Il formaggio ha un sapore amaro al retrogusto con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_B.bmp,Sapore,Sapore non tipico del grana.,Il formaggio ha un sapore non tipico del grana.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_B.bmp,Sapore,Sapore leggermente prevalente.,Il formaggio ha un sapore leggermente prevalente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_A.bmp,Sapore,Sapore non tipico del grana.,Il formaggio ha un sapore non tipico del grana.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_A.bmp,Sapore,Sapore leggermente prevalente.,Il formaggio ha un sapore leggermente prevalente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Sapore,"Sapore equilibrato nel complesso, con note acide.","Il formaggio ha un sapore equilibrato nel complesso, con note acide."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Sapore,"Sapore equilibrato nel complesso, con note acide.","Il formaggio ha un sapore equilibrato nel complesso, con note acide."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Sapore,"Sapore equilibrato nel complesso, con note acide.","Il formaggio ha un sapore equilibrato nel complesso, con note acide."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_A.bmp,Sapore,"Sapore equilibrato nel complesso, con note acide.","Il formaggio ha un sapore equilibrato nel complesso, con note acide."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_B.bmp,Sapore,Sapore non tipico del grana.,Il formaggio ha un sapore non tipico del grana.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_B.bmp,Sapore,Sapore leggermente prevalente.,Il formaggio ha un sapore leggermente prevalente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_A.bmp,Sapore,Sapore non tipico del grana.,Il formaggio ha un sapore non tipico del grana.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_A.bmp,Sapore,Sapore leggermente prevalente.,Il formaggio ha un sapore leggermente prevalente.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_B.bmp,Sapore,Sapore non dolce.,Il formaggio ha un sapore non dolce.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_B.bmp,Sapore,Sapore amaro al retrogusto con note dolci.,Il formaggio ha un sapore amaro al retrogusto con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_A.bmp,Sapore,Sapore non dolce.,Il formaggio ha un sapore non dolce.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P4_TN319_236_GRANA_A.bmp,Sapore,Sapore amaro al retrogusto con note dolci.,Il formaggio ha un sapore amaro al retrogusto con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_A.bmp,Sapore,Sapore leggero piccante e sapido.,Il formaggio ha un sapore leggero piccante e sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_B.bmp,Sapore,Sapore leggero piccante e sapido.,Il formaggio ha un sapore leggero piccante e sapido.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P5_TN316_971_FETTA_B.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_A.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P5_TN316_971_FETTA_A.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_GRANA_B.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_A.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_B.bmp,Sapore,Sapore molto umami.,Il formaggio ha un sapore molto umami.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_B.bmp,Sapore,Sapore bruciante.,Il formaggio ha un sapore bruciante.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P4_TN314_713_GRANA_B.bmp,Sapore,"Sapore non dolce, salato e amaro che spiccano leggermente.","Il formaggio ha un sapore non dolce, salato e amaro che spiccano leggermente."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_B.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_A.bmp,Sapore,Sapore molto umami.,Il formaggio ha un sapore molto umami.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_GRANA_A.bmp,Sapore,Sapore bruciante.,Il formaggio ha un sapore bruciante.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P4_TN314_713_GRANA_A.bmp,Sapore,"Sapore non dolce, salato e amaro che spiccano leggermente.","Il formaggio ha un sapore non dolce, salato e amaro che spiccano leggermente."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_FETTA_B.bmp,Sapore,Sapore molto umami.,Il formaggio ha un sapore molto umami.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_FETTA_B.bmp,Sapore,Sapore bruciante.,Il formaggio ha un sapore bruciante.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_GRANA_A.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P4_TN314_713_FETTA_B.bmp,Sapore,"Sapore non dolce, salato e amaro che spiccano leggermente.","Il formaggio ha un sapore non dolce, salato e amaro che spiccano leggermente."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_FETTA_A.bmp,Sapore,Sapore molto umami.,Il formaggio ha un sapore molto umami.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P6_TN330_126_FETTA_A.bmp,Sapore,Sapore bruciante.,Il formaggio ha un sapore bruciante.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_GRANA_B.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P4_TN314_713_FETTA_A.bmp,Sapore,"Sapore non dolce, salato e amaro che spiccano leggermente.","Il formaggio ha un sapore non dolce, salato e amaro che spiccano leggermente."
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_FETTA_A.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P5_TN316_971_GRANA_B.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P1_TN306_159_FETTA_B.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P5_TN316_971_GRANA_A.bmp,Sapore,Sapore scarno e non pieno.,Il formaggio ha un sapore scarno e non pieno.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P6_TN328_949b_fetta.bmp,Sapore,Sapore non dolce.,Il formaggio ha un sapore non dolce.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P6_TN328_949b_fetta.bmp,Sapore,Sapore poco saporito.,Il formaggio ha un sapore poco saporito.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P5_TN323_961a_Grana.bmp,Sapore,Sapore leggero con umami.,Il formaggio ha un sapore leggero con umami.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337b_Grana.bmp,Sapore,Sapore bruciante in gola.,Il formaggio ha un sapore bruciante in gola.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P2_TN305_337b_Grana.bmp,Sapore,Sapore equilibrato.,Il formaggio ha un sapore equilibrato.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P1_TN302_159b_fetta.bmp,Sapore,Sapore con piccantezza in eccesso.,Il formaggio ha un sapore con piccantezza in eccesso.
