image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_FETTA_A.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_A.bmp,Texture,Texture dalla consistenza strana.,Il formaggio presenta una texture dalla consistenza strana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_B.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_B.bmp,Texture,Texture mediamente solubile e friabile.,Il formaggio presenta una texture mediamente solubile e friabile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P4_TN_319_123_GRANA_B.bmp,Texture,Texture dalla consistenza strana.,Il formaggio presenta una texture dalla consistenza strana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P3_TN_314_456_GRANA_A.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P1_TN_302_109_GRANA_A.bmp,Texture,Texture mediamente solubile e friabile.,Il formaggio presenta una texture mediamente solubile e friabile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_B.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__28° Seduta_31-03-2021__P2_TN_311_753_FETTA_A.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_2.bmp,Texture,"Texture buona solubilità, leggermente asciutta.","Il formaggio presenta una texture buona solubilità, leggermente asciutta."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_B_1.bmp,Texture,"Texture buona solubilità, leggermente asciutta.","Il formaggio presenta una texture buona solubilità, leggermente asciutta."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_2.bmp,Texture,"Texture buona solubilità, leggermente asciutta.","Il formaggio presenta una texture buona solubilità, leggermente asciutta."
data/images_flat/2020-2021_Trentingrana__VI bimestre__26°Seduta_17-03-2021__Cambio colore grana__P2_TN_310_437_GRANA_A_1.bmp,Texture,"Texture buona solubilità, leggermente asciutta.","Il formaggio presenta una texture buona solubilità, leggermente asciutta."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_A.bmp,Texture,"Texture che scricchiola, non per cristalli.","Il formaggio ha una texture che scricchiola, non per cristalli."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_GRANA_B.bmp,Texture,"Texture che scricchiola, non per cristalli.","Il formaggio ha una texture che scricchiola, non per cristalli."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_A.bmp,Texture,Texture leggermente asciutta o pastosa.,Il formaggio presenta una texture leggermente asciutta o pastosa.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_GRANA_B.bmp,Texture,Texture leggermente asciutta o pastosa.,Il formaggio presenta una texture leggermente asciutta o pastosa.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_A.bmp,Texture,Texture che ingozza leggermente.,Il formaggio ha una texture che ingozza leggermente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_A.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_B.bmp,Texture,Texture che ingozza leggermente.,Il formaggio ha una texture che ingozza leggermente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_FETTA_B.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_A.bmp,Texture,Texture che ingozza leggermente.,Il formaggio ha una texture che ingozza leggermente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_A.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_B.bmp,Texture,Texture che ingozza leggermente.,Il formaggio ha una texture che ingozza leggermente.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P3_TN319_637_GRANA_B.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_A.bmp,Texture,Texture leggermente asciutta o pastosa.,Il formaggio presenta una texture leggermente asciutta o pastosa.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P4_TN323_813_FETTA_B.bmp,Texture,Texture leggermente asciutta o pastosa.,Il formaggio presenta una texture leggermente asciutta o pastosa.
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_A.bmp,Texture,"Texture che scricchiola, non per cristalli.","Il formaggio ha una texture che scricchiola, non per cristalli."
data/images_flat/2020-2021_Trentingrana__III bimestre__16°Seduta_18-12-2020__P2_TN313_457_FETTA_B.bmp,Texture,"Texture che scricchiola, non per cristalli.","Il formaggio ha una texture che scricchiola, non per cristalli."
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Texture,Texture che ingozza nel finale.,Il formaggio ha una texture che ingozza nel finale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_A.bmp,Texture,Texture con bella struttura.,Il formaggio presenta una texture con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Texture,Texture che ingozza nel finale.,Il formaggio ha una texture che ingozza nel finale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_GRANA_B.bmp,Texture,Texture con bella struttura.,Il formaggio presenta una texture con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_A.bmp,Texture,Texture leggermente tenera.,Il formaggio presenta una texture leggermente tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_A.bmp,Texture,Texture leggermente tenera con bella struttura.,Il formaggio presenta una texture leggermente tenera con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_B.bmp,Texture,Texture leggermente tenera.,Il formaggio presenta una texture leggermente tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_FETTA_B.bmp,Texture,Texture leggermente tenera con bella struttura.,Il formaggio presenta una texture leggermente tenera con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_B.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_GRANA_A.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_B.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_B.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_FETTA_A.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_FETTA_A.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_B.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_B.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P5_TN323_718_GRANA_A.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P6_TN_330_435_GRANA_A.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_B.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P2_TN305_463_FETTA_A.bmp,Texture,Texture molto compatta.,Il formaggio presenta una texture molto compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_A.bmp,Texture,Texture leggermente tenera.,Il formaggio presenta una texture leggermente tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_A.bmp,Texture,Texture leggermente tenera con bella struttura.,Il formaggio presenta una texture leggermente tenera con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_B.bmp,Texture,Texture leggermente tenera.,Il formaggio presenta una texture leggermente tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P3_TN311_554_GRANA_B.bmp,Texture,Texture leggermente tenera con bella struttura.,Il formaggio presenta una texture leggermente tenera con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_A.bmp,Texture,Texture che ingozza nel finale.,Il formaggio ha una texture che ingozza nel finale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_A.bmp,Texture,Texture con bella struttura.,Il formaggio presenta una texture con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_B.bmp,Texture,Texture che ingozza nel finale.,Il formaggio ha una texture che ingozza nel finale.
data/images_flat/2020-2021_Trentingrana__III bimestre__14°Seduta_09-12-2020__P1_TN302_390_FETTA_B.bmp,Texture,Texture con bella struttura.,Il formaggio presenta una texture con bella struttura.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_A.bmp,Texture,Texture che ingozza la bocca.,Il formaggio ha una texture che ingozza la bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_FETTA_B.bmp,Texture,Texture che lega in bocca.,Il formaggio ha una texture che lega in bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_FETTA_B.bmp,Texture,Texture che ingozza la bocca.,Il formaggio ha una texture che ingozza la bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_FETTA_A.bmp,Texture,Texture che lega in bocca.,Il formaggio ha una texture che lega in bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_GRANA_A.bmp,Texture,Texture che ingozza la bocca.,Il formaggio ha una texture che ingozza la bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_GRANA_B.bmp,Texture,Texture che lega in bocca.,Il formaggio ha una texture che lega in bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P2_TN307_337_GRANA_B.bmp,Texture,Texture che ingozza la bocca.,Il formaggio ha una texture che ingozza la bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__13°Seduta_02-12-2020__P3_TN310_515_GRANA_A.bmp,Texture,Texture che lega in bocca.,Il formaggio ha una texture che lega in bocca.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793a_Grana.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P3_TN313_515b_fetta.bmp,Texture,Texture leggermente dura e schioccante.,Il formaggio presenta una texture leggermente dura e schioccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P3_TN313_515a_Grana.bmp,Texture,Texture leggermente dura e schioccante.,Il formaggio presenta una texture leggermente dura e schioccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793b_fetta.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P3_TN313_515b_Grana.bmp,Texture,Texture leggermente dura e schioccante.,Il formaggio presenta una texture leggermente dura e schioccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793a_fetta.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P4_TN319_793b_Grana.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__11°Seduta_19-11-2020__P3_TN313_515a_fetta.bmp,Texture,Texture leggermente dura e schioccante.,Il formaggio presenta una texture leggermente dura e schioccante.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P4_TN311_361_GRANA_A.bmp,Texture,Texture troppo tenera.,Il formaggio presenta una texture troppo tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P5_TN328_182_GRANA_B.bmp,Texture,Texture leggermente dura.,Il formaggio presenta una texture leggermente dura.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P6_TN330_714_FETTA_A.bmp,Texture,Texture poco solubile e leggermente asciutta.,Il formaggio presenta una texture poco solubile e leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P4_TN311_361_GRANA_B.bmp,Texture,Texture troppo tenera.,Il formaggio presenta una texture troppo tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P5_TN328_182_GRANA_A.bmp,Texture,Texture leggermente dura.,Il formaggio presenta una texture leggermente dura.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P6_TN330_714_FETTA_B.bmp,Texture,Texture poco solubile e leggermente asciutta.,Il formaggio presenta una texture poco solubile e leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P4_TN311_361_FETTA_A.bmp,Texture,Texture troppo tenera.,Il formaggio presenta una texture troppo tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P5_TN328_182_FETTA_B.bmp,Texture,Texture leggermente dura.,Il formaggio presenta una texture leggermente dura.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P6_TN330_714_GRANA_A.bmp,Texture,Texture poco solubile e leggermente asciutta.,Il formaggio presenta una texture poco solubile e leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P4_TN311_361_FETTA_B.bmp,Texture,Texture troppo tenera.,Il formaggio presenta una texture troppo tenera.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P5_TN328_182_FETTA_A.bmp,Texture,Texture leggermente dura.,Il formaggio presenta una texture leggermente dura.
data/images_flat/2020-2021_Trentingrana__III bimestre__12°Seduta_25-11-2020___P6_TN330_714_GRANA_B.bmp,Texture,Texture poco solubile e leggermente asciutta.,Il formaggio presenta una texture poco solubile e leggermente asciutta.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_FETTA_B.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_FETTA_A.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_GRANA_B.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__III bimestre__15°Seduta_16-12-2020__P1_TN304_481_GRANA_A.bmp,Texture,Texture compatta.,Il formaggio presenta una texture compatta.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P3_TN313_258_GRANA_B.bmp,Texture,Texture abbastanza solubile.,Il formaggio presenta una texture abbastanza solubile.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P3_TN313_258_GRANA_B.bmp,Texture,Texture con pochi cristalli.,Il formaggio presenta una texture con pochi cristalli.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P3_TN313_258_GRANA_A.bmp,Texture,Texture abbastanza solubile.,Il formaggio presenta una texture abbastanza solubile.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P3_TN313_258_GRANA_A.bmp,Texture,Texture con pochi cristalli.,Il formaggio presenta una texture con pochi cristalli.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P2_TN307_123_FETTA_B.bmp,Texture,Texture poco solubile.,Il formaggio presenta una texture poco solubile.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P2_TN307_123_FETTA_A.bmp,Texture,Texture poco solubile.,Il formaggio presenta una texture poco solubile.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_FETTA_A.bmp,Texture,Texture a pasta stirata.,Il formaggio presenta una texture a pasta stirata.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_FETTA_A.bmp,Texture,Texture tendente al duro.,Il formaggio presenta una texture tendente al duro.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P5_TN323_753_FETTA_A.bmp,Texture,Texture leggermente umida.,Il formaggio presenta una texture leggermente umida.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_FETTA_B.bmp,Texture,Texture a pasta stirata.,Il formaggio presenta una texture a pasta stirata.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_FETTA_B.bmp,Texture,Texture tendente al duro.,Il formaggio presenta una texture tendente al duro.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P5_TN323_753_FETTA_B.bmp,Texture,Texture leggermente umida.,Il formaggio presenta una texture leggermente umida.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_GRANA_A.bmp,Texture,Texture a pasta stirata.,Il formaggio presenta una texture a pasta stirata.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_GRANA_A.bmp,Texture,Texture tendente al duro.,Il formaggio presenta una texture tendente al duro.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P5_TN323_753_GRANA_A.bmp,Texture,Texture leggermente umida.,Il formaggio presenta una texture leggermente umida.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_GRANA_B.bmp,Texture,Texture a pasta stirata.,Il formaggio presenta una texture a pasta stirata.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P4_TN319_369_GRANA_B.bmp,Texture,Texture tendente al duro.,Il formaggio presenta una texture tendente al duro.
data/images_flat/2020-2021_Trentingrana__IV bimestre__19°Seduta_27-01-2021__P5_TN323_753_GRANA_B.bmp,Texture,Texture leggermente umida.,Il formaggio presenta una texture leggermente umida.
