image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,"Pasta con profonde fratture, una grande posizionata sotto uno dei piattoni.","La pasta del formaggio presenta profonde fratture, una grande posizionata sotto uno dei piattoni."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,Pasta con fessure pronunciate.,La pasta del formaggio presenta fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,Pasta tutta spaccata.,La pasta del formaggio è tutta spaccata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,Pasta con fessure profonde.,La pasta del formaggio presenta fessure profonde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,Pasta con lunghe e profonde fessure longitudinali.,La pasta del formaggio presenta lunghe e profonde fessure longitudinali.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,Colore della Pasta,Pasta con aree di colore non uniforme.,La pasta del formaggio presenta aree di colore non uniforme.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Sapore,Sapore leggermente acido e amaro.,Il formaggio ha un sapore leggermente acido e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Aroma,Aroma di yogurt.,Il formaggio ha un aroma di yogurt.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Texture,Texture che impasta la bocca.,Il formaggio ha una texture che impasta la bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Spessore della Crosta,Crosta di colore carico con sottocrosta poco distinguibile.,La crosta del formaggio è di colore carico con sottocrosta poco distinguibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Struttura della Pasta,"Pasta fine e stirata al centro, grossolana verso lo scalzo.","La pasta del formaggio è fine e stirata al centro, grossolana verso lo scalzo."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Colore della Pasta,Pasta con macchia e alone centrale rosato.,La pasta del formaggio presenta macchia e alone centrale rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,Colore della Pasta,Pasta con striscia rosata.,La pasta del formaggio presenta striscia rosata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Sapore,Sapore con buona persistenza.,Il formaggio ha un sapore con buona persistenza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Aroma,Aroma di grana abbastanza giovane.,Il formaggio ha un aroma di grana abbastanza giovane.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Spessore della Crosta,Crosta omogenea.,La crosta del formaggio è omogenea.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Struttura della Pasta,Pasta più fine al centro.,La pasta del formaggio è più fine al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Struttura della Pasta,Pasta bella e abbastanza regolare.,La pasta del formaggio è bella e abbastanza regolare.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta leggero alone centrale.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,Colore della Pasta,Pasta con alone molto grande.,La pasta del formaggio presenta alone molto grande.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Profumo,Profumo forte.,Il formaggio ha un profumo forte.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Profumo,Profumo di tipo chimico.,Il formaggio ha un profumo di tipo chimico.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Profumo,Profumo di polvere.,Il formaggio ha un profumo di polvere.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Profumo,Profumo di banana verde.,Il formaggio ha un profumo di banana verde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Aroma,Aroma di malga.,Il formaggio ha un aroma di malga.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Aroma,Aroma non piacevole con persistenza elevata.,Il formaggio ha un aroma non piacevole con persistenza elevata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Texture,Texture dalla consistenza strana.,Il formaggio presenta una texture dalla consistenza strana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Spessore della Crosta,Crosta con alone disidratato e sottocrosta poco distinguibile.,La crosta del formaggio presenta alone disidratato e sottocrosta poco distinguibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,Struttura della Pasta,Pasta con piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.,La pasta del formaggio presenta piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Sapore,"Sapore anonimo, poco intenso.","Il formaggio ha un sapore anonimo, poco intenso."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Texture,Texture fastidiosa in bocca.,Il formaggio presenta una texture fastidiosa in bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,"Pasta con profonde fratture, una grande posizionata sotto uno dei piattoni.","La pasta del formaggio presenta profonde fratture, una grande posizionata sotto uno dei piattoni."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Pasta con fessure pronunciate.,La pasta del formaggio presenta fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Pasta tutta spaccata.,La pasta del formaggio è tutta spaccata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Pasta con fessure profonde.,La pasta del formaggio presenta fessure profonde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Pasta con lunghe e profonde fessure longitudinali.,La pasta del formaggio presenta lunghe e profonde fessure longitudinali.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,Colore della Pasta,Pasta con aree di colore non uniforme.,La pasta del formaggio presenta aree di colore non uniforme.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Aroma,"Aroma di burro fresco con note lattiche prevalenti, poco complesso.","Il formaggio ha un aroma di burro fresco con note lattiche prevalenti, poco complesso."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Texture,Texture con cristalli abbondanti.,Il formaggio presenta una texture con cristalli abbondanti.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Pasta tendente a formare piccole scaglie.,La pasta del formaggio è tendente a formare piccole scaglie.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Pasta con grana di diversa granulosità.,La pasta del formaggio presenta grana di diversa granulosità.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Pasta con irregolarità di frattura.,La pasta del formaggio presenta irregolarità di frattura.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta leggero alone centrale.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,Struttura della Pasta,Pasta con effetto a scaglie in alcune zone.,La pasta del formaggio presenta effetto a scaglie in alcune zone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,Struttura della Pasta,Pasta con microocchiatura impercettibile al centro.,La pasta del formaggio presenta microocchiatura impercettibile al centro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,Colore della Pasta,Pasta con leggero alone.,La pasta del formaggio presenta leggero alone.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Sapore,Sapore leggermente acido e amaro.,Il formaggio ha un sapore leggermente acido e amaro.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Aroma,Aroma di yogurt.,Il formaggio ha un aroma di yogurt.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Texture,Texture che impasta la bocca.,Il formaggio ha una texture che impasta la bocca.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Spessore della Crosta,Crosta di colore carico con sottocrosta poco distinguibile.,La crosta del formaggio è di colore carico con sottocrosta poco distinguibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Struttura della Pasta,"Pasta fine e stirata al centro, grossolana verso lo scalzo.","La pasta del formaggio è fine e stirata al centro, grossolana verso lo scalzo."
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Colore della Pasta,Pasta con macchia e alone centrale rosato.,La pasta del formaggio presenta macchia e alone centrale rosato.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,Colore della Pasta,Pasta con striscia rosata.,La pasta del formaggio presenta striscia rosata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Profumo,Profumo forte.,Il formaggio ha un profumo forte.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Profumo,Profumo di tipo chimico.,Il formaggio ha un profumo di tipo chimico.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Profumo,Profumo di polvere.,Il formaggio ha un profumo di polvere.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Profumo,Profumo di banana verde.,Il formaggio ha un profumo di banana verde.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Aroma,Aroma di malga.,Il formaggio ha un aroma di malga.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Aroma,Aroma non piacevole con persistenza elevata.,Il formaggio ha un aroma non piacevole con persistenza elevata.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Texture,Texture dalla consistenza strana.,Il formaggio presenta una texture dalla consistenza strana.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Spessore della Crosta,Crosta con alone disidratato e sottocrosta poco distinguibile.,La crosta del formaggio presenta alone disidratato e sottocrosta poco distinguibile.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,Struttura della Pasta,Pasta con piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.,La pasta del formaggio presenta piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Sapore,Sapore con buona persistenza.,Il formaggio ha un sapore con buona persistenza.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Aroma,Aroma di grana abbastanza giovane.,Il formaggio ha un aroma di grana abbastanza giovane.
data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_GRANA.bmp,Spessore della Crosta,Crosta omogenea.,La crosta del formaggio è omogenea.
